"Indicator","Territory","Weeks","Fuel type","Hodnota"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2018","LPG","14.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2018","Petrol 95 O Natural","31.39"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2018","Diesel","30.69"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2018","LPG","14.08"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2018","Petrol 95 O Natural","31.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2018","Diesel","30.28"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2018","LPG","13.81"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2018","Petrol 95 O Natural","30.91"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2018","Diesel","30.17"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2018","LPG","13.81"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 16, 2018","Petrol 95 O Natural","30.74"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 16, 2018","Diesel","30.02"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 16, 2018","LPG","13.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2018","Petrol 95 O Natural","30.61"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2018","Diesel","29.77"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2018","LPG","13.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2018","Petrol 95 O Natural","30.3"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2018","Diesel","29.57"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2018","LPG","13.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2018","Petrol 95 O Natural","30.32"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2018","Diesel","29.51"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2018","LPG","13.92"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2018","Petrol 95 O Natural","30.39"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2018","Diesel","29.55"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2018","LPG","13.98"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2018","Petrol 95 O Natural","30.41"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2018","Diesel","29.57"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2018","LPG","14.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2018","Petrol 95 O Natural","30.44"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2018","Diesel","29.61"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2018","LPG","14.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2018","Petrol 95 O Natural","30.54"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2018","Diesel","29.69"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2018","LPG","14.09"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2018","Petrol 95 O Natural","30.74"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2018","Diesel","29.94"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2018","LPG","14.18"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2018","Petrol 95 O Natural","30.74"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2018","Diesel","30.06"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2018","LPG","14.15"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2018","Petrol 95 O Natural","30.72"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2018","Diesel","30.03"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2018","LPG","14.12"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2018","Petrol 95 O Natural","30.64"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2018","Diesel","30"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2018","LPG","14.12"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2018","Petrol 95 O Natural","30.56"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2018","Diesel","29.93"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2018","LPG","14.13"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2018","Petrol 95 O Natural","30.4"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2018","Diesel","29.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2018","LPG","14.15"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 01, 2018","Petrol 95 O Natural","30.46"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 01, 2018","Diesel","29.67"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 01, 2018","LPG","14.13"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2017","Petrol 95 O Natural","30.41"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2017","Diesel","29.67"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2017","LPG","14.14"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2017","Petrol 95 O Natural","30.44"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2017","Diesel","29.7"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2017","LPG","14.08"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2017","Petrol 95 O Natural","30.47"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2017","Diesel","29.73"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2017","LPG","14.08"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2017","Petrol 95 O Natural","30.49"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2017","Diesel","29.87"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2017","LPG","14.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2017","Petrol 95 O Natural","30.6"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2017","Diesel","29.86"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2017","LPG","14.12"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2017","Petrol 95 O Natural","30.51"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2017","Diesel","29.78"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2017","LPG","14.08"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2017","Petrol 95 O Natural","30.19"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2017","Diesel","29.48"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2017","LPG","13.96"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2017","Petrol 95 O Natural","29.99"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2017","Diesel","29.22"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2017","LPG","14.06"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 43, 2017","Petrol 95 O Natural","30"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 43, 2017","Diesel","29.24"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 43, 2017","LPG","14.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2017","Petrol 95 O Natural","29.99"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2017","Diesel","29.19"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2017","LPG","13.95"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2017","Petrol 95 O Natural","29.99"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2017","Diesel","29.21"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2017","LPG","13.91"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2017","Petrol 95 O Natural","30.01"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2017","Diesel","29.1"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2017","LPG","13.9"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2017","Petrol 95 O Natural","29.96"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2017","Diesel","28.9"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2017","LPG","13.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2017","Petrol 95 O Natural","30.02"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2017","Diesel","28.76"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2017","LPG","13.72"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2017","Petrol 95 O Natural","29.9"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2017","Diesel","28.69"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2017","LPG","13.68"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2017","Petrol 95 O Natural","29.53"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2017","Diesel","28.49"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2017","LPG","13.36"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2017","Petrol 95 O Natural","29.4"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2017","Diesel","28.43"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2017","LPG","13.32"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2017","Petrol 95 O Natural","29.44"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2017","Diesel","28.46"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2017","LPG","13.33"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2017","Petrol 95 O Natural","29.45"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2017","Diesel","28.47"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2017","LPG","13.36"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2017","Petrol 95 O Natural","29.44"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2017","Diesel","28.48"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2017","LPG","13.29"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2017","Petrol 95 O Natural","29.28"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2017","Diesel","28.23"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2017","LPG","13.28"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2017","Petrol 95 O Natural","29.33"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2017","Diesel","28.3"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2017","LPG","13.36"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2017","Petrol 95 O Natural","29.38"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2017","Diesel","28.34"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2017","LPG","13.4"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2017","Petrol 95 O Natural","29.43"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2017","Diesel","28.4"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2017","LPG","13.56"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2017","Petrol 95 O Natural","29.64"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2017","Diesel","28.59"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2017","LPG","13.65"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2017","Petrol 95 O Natural","29.95"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2017","Diesel","28.88"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2017","LPG","13.74"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2017","Petrol 95 O Natural","30.11"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2017","Diesel","29.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2017","LPG","13.91"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2017","Petrol 95 O Natural","30.35"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2017","Diesel","29.44"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2017","LPG","13.95"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2017","Petrol 95 O Natural","30.43"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2017","Diesel","29.52"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2017","LPG","13.98"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2017","Petrol 95 O Natural","30.39"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2017","Diesel","29.49"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2017","LPG","14"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2017","Petrol 95 O Natural","30.46"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2017","Diesel","29.57"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2017","LPG","14.01"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2017","Petrol 95 O Natural","31.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2017","Diesel","30.14"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2017","LPG","14.1"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2017","Petrol 95 O Natural","30.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2017","Diesel","30.04"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2017","LPG","14.15"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2017","Petrol 95 O Natural","30.63"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2017","Diesel","30.01"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2017","LPG","14.3"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2017","Petrol 95 O Natural","30.73"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2017","Diesel","30.12"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2017","LPG","14.35"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2017","Petrol 95 O Natural","30.88"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2017","Diesel","30.24"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2017","LPG","14.37"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2017","Petrol 95 O Natural","31.02"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2017","Diesel","30.39"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2017","LPG","14.27"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2017","Petrol 95 O Natural","31.1"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2017","Diesel","30.5"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2017","LPG","14.4"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2017","Petrol 95 O Natural","31.1"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2017","Diesel","30.51"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2017","LPG","14.39"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2017","Petrol 95 O Natural","31.1"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2017","Diesel","30.54"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2017","LPG","14.29"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2017","Petrol 95 O Natural","31.06"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2017","Diesel","30.5"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2017","LPG","14.1"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2017","Petrol 95 O Natural","31.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2017","Diesel","30.56"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2017","LPG","13.95"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2017","Petrol 95 O Natural","31.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2017","Diesel","30.54"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2017","LPG","13.92"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2017","Petrol 95 O Natural","31.02"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2017","Diesel","30.53"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2017","LPG","13.8"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2017","Petrol 95 O Natural","30.99"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2017","Diesel","30.51"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2017","LPG","13.87"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2017","Petrol 95 O Natural","30.87"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2017","Diesel","30.33"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2017","LPG","13.71"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 01, 2017","Petrol 95 O Natural","30.53"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 01, 2017","Diesel","29.95"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 01, 2017","LPG","13.7"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2016","Petrol 95 O Natural","30.12"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2016","Diesel","29.56"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2016","LPG","13.52"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2016","Petrol 95 O Natural","29.86"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2016","Diesel","29.28"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2016","LPG","13.46"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2016","Petrol 95 O Natural","29.59"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2016","Diesel","28.91"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2016","LPG","13.25"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2016","Petrol 95 O Natural","29.42"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2016","Diesel","28.65"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2016","LPG","13.19"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2016","Petrol 95 O Natural","29.32"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2016","Diesel","28.47"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2016","LPG","13.04"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2016","Petrol 95 O Natural","29.41"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2016","Diesel","28.49"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2016","LPG","12.96"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2016","Petrol 95 O Natural","29.54"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2016","Diesel","28.55"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2016","LPG","12.67"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2016","Petrol 95 O Natural","29.6"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2016","Diesel","28.55"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2016","LPG","12.66"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2016","Petrol 95 O Natural","29.43"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2016","Diesel","28.37"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2016","LPG","12.51"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2016","Petrol 95 O Natural","29.16"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2016","Diesel","28.02"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2016","LPG","12.36"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2016","Petrol 95 O Natural","29.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2016","Diesel","27.74"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2016","LPG","12.31"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2016","Petrol 95 O Natural","29.04"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2016","Diesel","27.72"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2016","LPG","12.27"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2016","Petrol 95 O Natural","29.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2016","Diesel","27.77"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2016","LPG","12.32"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2016","Petrol 95 O Natural","29.04"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2016","Diesel","27.75"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2016","LPG","12.3"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2016","Petrol 95 O Natural","29.06"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2016","Diesel","27.76"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2016","LPG","12.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2016","Petrol 95 O Natural","28.97"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2016","Diesel","27.71"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2016","LPG","11.97"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2016","Petrol 95 O Natural","28.9"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2016","Diesel","27.63"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2016","LPG","11.97"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2016","Petrol 95 O Natural","28.73"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2016","Diesel","27.39"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2016","LPG","11.95"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2016","Petrol 95 O Natural","28.91"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2016","Diesel","27.53"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2016","LPG","11.96"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2016","Petrol 95 O Natural","29.21"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2016","Diesel","27.96"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2016","LPG","11.95"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2016","Petrol 95 O Natural","29.33"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2016","Diesel","28.06"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2016","LPG","11.99"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2016","Petrol 95 O Natural","29.4"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2016","Diesel","28.12"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2016","LPG","11.99"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2016","Petrol 95 O Natural","29.6"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2016","Diesel","28.32"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2016","LPG","11.95"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2016","Petrol 95 O Natural","29.72"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2016","Diesel","28.32"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2016","LPG","11.78"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2016","Petrol 95 O Natural","29.71"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2016","Diesel","28.27"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2016","LPG","11.78"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2016","Petrol 95 O Natural","29.68"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2016","Diesel","28.21"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2016","LPG","11.78"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2016","Petrol 95 O Natural","29.55"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2016","Diesel","28.02"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2016","LPG","11.81"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2016","Petrol 95 O Natural","29.15"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2016","Diesel","27.66"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2016","LPG","11.78"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2016","Petrol 95 O Natural","28.62"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2016","Diesel","27.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2016","LPG","11.84"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2016","Petrol 95 O Natural","28.4"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2016","Diesel","26.74"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2016","LPG","11.91"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2016","Petrol 95 O Natural","28.41"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2016","Diesel","26.64"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2016","LPG","11.98"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2016","Petrol 95 O Natural","28.21"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2016","Diesel","26.42"
